A,B,C,D,E,F
20,12,24,23,20,1
19,13,24,23,20,1
19,13,24,23,20,1
19,13,23,23,20,2
19,12,23,23,20,3
19,12,23,24,20,2
19,13,23,23,20,2
19,12,23,24,20,2
19,12,22,24,20,3
19,11,22,25,20,3
19,11,23,24,20,3
18,11,23,25,20,3
18,11,23,25,20,3
17,11,24,25,20,3
18,11,24,24,20,3
18,11,23,24,21,3
18,11,23,24,21,3
18,12,23,24,21,2
18,12,24,24,21,1
19,12,24,23,21,1
18,12,24,23,22,1
18,12,25,23,21,1
18,12,25,23,21,1
18,11,25,23,22,1
18,12,24,23,22,1
17,13,24,23,22,1
17,13,25,23,22,0
18,13,24,23,22,0
18,13,24,23,22,0
17,13,24,23,23,0
17,14,24,22,23,0
17,14,24,22,23,0
16,14,24,22,23,1
16,15,24,22,23,0
16,15,24,21,24,0
16,14,25,21,24,0
15,14,25,21,25,0
15,14,25,22,24,0
15,14,25,22,24,0
15,13,25,22,25,0
15,12,26,22,25,0
15,11,26,22,25,1
15,12,26,22,24,1
15,12,26,23,23,1
16,12,26,23,22,1
16,13,26,23,21,1
16,12,26,24,21,1
16,12,26,24,21,1
16,11,26,25,21,1
16,11,25,26,21,1
16,11,25,26,20,2
16,11,25,26,20,2
16,11,25,27,20,1
16,11,26,27,20,0
16,11,26,27,20,0
16,11,25,27,20,1
16,11,25,26,21,1
16,12,25,26,20,1
16,12,25,26,20,1
15,12,25,26,20,2
15,11,26,26,20,2
15,11,26,26,20,2
15,12,26,26,19,2
15,12,26,26,19,2
15,12,27,26,18,2
15,13,26,26,18,2
16,13,26,26,17,2
17,13,25,26,17,2
17,13,25,26,17,2
17,13,25,25,18,2
17,14,24,25,18,2
17,14,24,25,18,2
17,14,24,25,18,2
17,14,24,25,18,2
17,14,24,25,18,2
17,13,24,26,18,2
17,12,25,26,18,2
17,11,25,26,18,3
18,11,25,25,18,3
18,11,26,24,18,3
18,11,27,24,18,2
18,12,27,24,17,2
18,13,27,24,16,2
18,14,27,23,16,2
18,14,27,22,16,3
19,14,27,22,16,2
18,14,28,22,16,2
17,14,29,22,16,2
17,14,29,22,16,2
17,13,29,22,16,3
17,13,29,23,15,3
17,13,29,23,15,3
17,13,29,22,15,4
17,13,29,22,15,4
17,13,29,22,15,4
17,13,29,22,15,4
16,14,29,22,15,4
16,14,29,21,15,5
17,14,29,20,15,5
17,14,29,21,15,4
17,14,29,21,15,4
16,14,30,21,15,4
16,15,30,21,14,4
16,15,30,21,15,3
16,15,30,20,16,3
16,15,31,19,16,3
17,14,31,19,16,3
17,14,32,19,16,2
17,14,33,18,16,2
18,13,33,18,16,2
18,12,34,18,16,2
18,11,34,18,17,2
18,11,33,18,18,2
17,11,34,18,18,2
17,12,33,18,18,2
17,11,33,19,18,2
17,11,33,19,18,2
17,11,33,20,18,1
17,11,33,20,17,2
17,12,33,20,17,1
17,12,33,20,17,1
17,12,33,20,18,0
18,12,33,19,18,0
18,12,33,19,18,0
18,13,33,18,18,0
18,13,32,18,18,1
17,13,32,18,19,1
18,13,32,17,19,1
19,12,32,17,19,1
19,12,33,17,19,0
18,12,34,17,19,0
19,11,34,17,19,0
19,11,34,17,19,0
19,11,35,17,18,0
18,11,35,17,19,0
18,11,35,17,19,0
18,12,35,17,18,0
18,12,35,17,18,0
18,12,34,18,18,0
17,12,35,18,18,0
16,12,35,18,19,0
16,12,34,19,19,0
16,12,33,20,19,0
17,12,32,20,19,0
17,12,31,20,19,1
17,12,31,21,18,1
17,12,31,21,18,1
17,12,31,21,19,0
17,12,31,21,19,0
17,13,30,21,19,0
17,13,29,21,20,0
17,13,29,21,20,0
17,12,30,21,20,0
17,12,29,21,21,0
17,12,29,20,22,0
17,11,30,20,22,0
17,10,30,20,22,1
17,10,31,19,22,1
16,10,31,19,23,1
15,10,32,19,23,1
15,10,33,19,23,0
14,10,34,19,23,0
14,10,34,20,22,0
14,9,34,21,22,0
14,9,34,22,21,0
14,9,34,22,21,0
14,9,34,22,21,0
14,9,34,22,21,0
14,9,34,22,21,0
14,9,34,22,21,0
14,8,34,22,22,0
14,8,34,22,21,1
15,8,33,22,21,1
15,8,33,21,22,1
15,8,33,21,22,1
15,8,34,21,21,1
16,7,34,21,21,1
16,7,34,21,21,1
16,7,35,20,21,1
16,7,35,21,21,0
16,6,36,21,21,0
16,5,36,21,21,1
15,5,36,22,21,1
15,4,36,22,21,2
15,4,37,22,20,2
15,3,37,23,20,2
15,3,37,23,20,2
16,3,37,23,19,2
16,2,37,23,19,3
16,3,37,23,18,3
16,3,36,23,19,3
16,3,37,23,18,3
16,2,37,23,18,4
16,2,37,22,18,5
16,2,36,22,18,6
16,3,36,22,17,6
16,2,36,22,18,6
16,2,36,23,17,6
16,2,36,23,17,6
16,3,36,23,16,6
16,3,35,23,17,6
17,3,35,23,16,6
18,2,35,23,16,6
18,3,35,23,16,5
18,4,35,23,16,4
18,4,35,23,16,4
17,4,35,24,16,4
17,4,35,24,15,5
18,4,35,24,14,5
19,3,35,24,14,5
19,3,36,23,14,5
19,3,36,23,14,5
19,3,36,24,14,4
19,3,36,24,14,4
20,3,36,24,14,3
20,3,35,25,14,3
20,4,35,25,14,2
20,4,34,26,14,2
21,4,34,26,14,1
22,4,34,26,13,1
21,4,34,27,13,1
20,4,34,27,13,2
20,4,34,27,12,3
21,4,34,27,11,3
21,4,33,28,11,3
21,4,33,28,12,2
21,5,33,27,12,2
21,5,33,28,12,1
21,5,34,28,11,1
21,5,35,28,11,0
22,5,34,28,11,0
22,5,34,28,11,0
22,5,33,28,12,0
22,4,33,28,13,0
22,5,33,27,13,0
21,5,33,28,13,0
21,5,33,28,13,0
20,6,33,28,13,0
20,6,33,29,12,0
20,6,33,29,12,0
20,6,33,29,11,1
21,6,33,29,11,0
21,6,33,29,11,0
21,7,33,29,10,0
20,8,33,29,10,0
20,8,33,29,10,0
20,8,33,29,10,0
20,8,33,29,10,0
20,8,33,29,9,1
21,8,33,28,9,1
21,8,33,28,9,1
20,8,33,28,9,2
20,8,33,28,9,2
20,9,33,27,9,2
20,10,33,26,9,2
20,9,33,27,9,2
20,9,33,27,9,2
21,9,33,27,9,1
22,9,32,27,9,1
21,9,33,27,9,1
20,9,33,28,9,1
20,8,34,28,9,1
20,8,34,28,9,1
20,8,34,28,9,1
20,8,34,28,9,1
20,8,34,28,9,1
20,8,34,28,8,2
19,9,34,28,8,2
19,9,33,28,9,2
18,9,33,29,9,2
18,9,32,30,9,2
18,8,32,31,9,2
18,7,33,31,9,2
19,6,33,31,9,2
19,6,33,31,9,2
19,6,33,31,9,2
19,6,33,31,9,2
19,6,33,31,9,2
19,6,34,30,9,2
19,6,35,30,8,2
19,6,35,31,7,2
19,7,35,31,6,2
18,7,36,31,6,2
18,7,37,31,5,2
19,7,37,31,5,1
19,7,38,31,4,1
19,7,37,31,5,1
19,7,37,30,5,2
19,7,36,30,5,3
19,6,37,30,5,3
18,6,38,30,5,3
18,5,38,31,5,3
18,6,38,31,5,2
18,6,37,31,5,3
18,5,38,31,5,3
18,5,38,31,5,3
18,6,38,31,5,2
17,6,39,31,5,2
17,6,40,31,5,1
17,6,40,32,4,1
17,6,40,31,5,1
17,5,40,31,5,2
17,5,40,31,6,1
16,5,40,31,6,2
16,5,39,31,6,3
16,5,39,31,6,3
17,5,39,31,5,3
16,5,39,31,6,3
16,5,39,30,7,3
16,5,40,30,6,3
16,4,40,30,6,4
17,4,39,30,6,4
17,4,39,29,6,5
17,4,39,29,6,5
18,4,38,29,6,5
17,4,38,30,6,5
17,3,38,30,7,5
17,3,38,30,8,4
16,3,39,30,8,4
16,4,39,29,8,4
16,4,39,29,8,4
16,4,39,29,8,4
16,4,40,28,8,4
16,5,40,28,8,3
17,5,39,28,8,3
17,5,38,29,8,3
17,5,38,29,8,3
18,5,38,29,7,3
18,5,38,30,6,3
17,6,38,30,6,3
18,5,38,30,6,3
18,5,38,30,6,3
18,6,37,30,6,3
18,7,37,30,5,3
17,7,37,31,5,3
17,7,36,32,5,3
17,6,36,33,5,3
17,5,36,33,5,4
18,4,36,33,5,4
18,3,36,33,6,4
18,3,37,33,5,4
19,3,36,33,5,4
18,3,36,33,6,4
18,4,36,32,6,4
18,4,36,33,5,4
18,4,35,33,5,5
18,5,35,32,5,5
18,6,35,31,5,5
17,6,36,31,5,5
17,6,36,31,6,4
17,6,36,31,6,4
17,6,36,32,5,4
17,6,35,32,6,4
17,7,35,32,5,4
17,7,35,31,6,4
17,7,35,31,6,4
17,7,35,31,6,4
17,6,35,31,7,4
17,6,35,32,7,3
17,6,35,32,7,3
17,6,34,32,8,3
17,7,34,31,8,3
17,8,34,30,8,3
18,8,34,30,7,3
18,8,34,30,7,3
18,8,34,30,7,3
18,8,35,30,6,3
18,8,36,30,5,3
17,8,37,30,5,3
18,8,37,29,5,3
18,9,36,29,5,3
18,9,37,29,5,2
18,9,37,30,4,2
18,9,37,30,3,3
18,9,37,29,3,4
18,9,38,29,2,4
18,9,38,29,2,4
18,8,38,30,2,4
19,8,38,30,1,4
19,8,38,30,1,4
18,9,38,30,1,4
18,8,38,31,1,4
17,8,39,31,1,4
18,8,38,31,1,4
18,8,38,31,1,4
19,8,38,31,1,3
19,8,38,31,1,3
19,7,38,32,1,3
19,7,38,32,1,3
20,6,38,32,1,3
20,5,38,33,1,3
20,5,37,33,1,4
20,5,38,32,1,4
20,6,38,32,0,4
20,7,37,32,0,4
19,7,37,32,1,4
20,7,36,32,1,4
19,7,37,32,1,4
19,7,37,33,1,3
19,7,37,33,2,2
19,7,37,34,1,2
18,7,37,34,1,3
17,7,37,35,1,3
17,7,38,34,1,3
17,7,38,35,1,2
17,7,38,34,1,3
17,7,38,34,1,3
17,7,39,34,0,3
17,7,39,34,0,3
17,7,38,35,0,3
17,7,38,36,0,2
16,7,38,36,1,2
16,6,38,36,2,2
16,6,39,36,2,1
16,6,39,35,3,1
16,6,39,35,3,1
16,6,39,35,3,1
16,6,39,35,3,1
17,6,39,34,3,1
18,6,39,33,3,1
18,6,39,33,3,1
19,5,39,33,3,1
19,5,39,33,3,1
18,5,39,33,3,2
19,5,39,32,3,2
18,5,39,32,3,3
18,5,39,33,2,3
18,4,40,33,2,3
18,5,40,33,2,2
18,5,39,34,2,2
18,5,39,33,2,3
18,5,39,32,2,4
18,5,40,32,2,3
18,5,41,32,2,2
18,5,41,32,2,2
18,5,40,32,3,2
18,6,40,31,3,2
17,6,41,31,3,2
17,6,41,30,3,3
17,5,42,30,3,3
17,5,42,30,3,3
17,5,42,30,3,3
17,4,42,31,3,3
17,4,42,31,4,2
17,4,42,31,4,2
17,4,42,31,4,2
17,3,42,31,5,2
17,4,42,31,5,1
17,4,41,31,5,2
17,4,40,31,5,3
18,4,40,31,5,2
18,4,40,32,4,2
19,4,40,32,4,1
18,4,41,32,4,1
17,4,41,32,5,1
17,4,41,32,5,1
17,4,40,32,5,2
17,5,39,32,5,2
17,5,39,32,6,1
16,6,39,32,6,1
16,6,39,32,5,2
17,6,38,32,5,2
17,5,39,32,5,2
17,5,39,32,5,2
17,5,39,32,5,2
18,5,39,32,4,2
18,6,39,32,4,1
18,5,39,32,4,2
18,5,39,31,4,3
18,5,39,31,5,2
18,5,39,31,5,2
19,5,38,31,5,2
19,5,39,31,4,2
20,5,39,30,4,2
19,5,40,30,4,2
19,5,40,29,4,3
19,6,40,29,3,3
20,6,39,29,3,3
20,5,39,29,4,3
19,5,40,29,4,3
19,4,41,29,4,3
18,4,41,30,4,3
17,4,41,31,4,3
17,3,41,32,4,3
17,3,41,32,4,3
17,3,41,31,4,4
17,4,41,31,4,3
17,4,41,31,5,2
16,4,42,31,5,2
16,4,42,30,6,2
17,3,42,30,6,2
17,4,41,30,6,2
17,3,41,30,7,2
17,2,42,30,7,2
16,2,42,30,8,2
16,2,41,30,9,2
16,2,42,30,8,2
16,1,42,30,9,2
16,2,42,30,9,1
15,2,42,30,9,2
15,2,41,31,9,2
15,2,41,31,9,2
15,2,41,31,9,2
15,2,40,32,9,2
15,2,40,33,9,1
15,1,40,34,9,1
15,1,39,34,10,1
15,1,38,35,10,1
15,1,38,35,9,2
15,0,38,36,9,2
15,0,38,35,10,2
14,0,38,35,10,3
14,0,37,36,10,3
14,1,37,36,9,3
15,0,37,36,9,3
15,0,37,36,9,3
15,1,36,36,9,3
14,1,36,36,9,4
15,1,36,36,8,4
15,0,37,36,8,4
15,1,37,36,7,4
15,1,37,36,8,3
15,0,37,36,8,4
15,0,37,36,7,5
15,0,37,36,7,5
15,0,37,36,6,6
15,1,37,36,6,5
16,0,37,36,6,5
17,0,36,36,6,5
17,0,36,36,6,5
17,1,36,35,6,5
18,1,35,35,6,5
18,0,35,35,6,6
18,0,35,36,6,5
18,0,35,36,6,5
18,0,34,37,6,5
18,0,34,37,6,5
18,1,34,36,6,5
17,1,34,37,6,5
18,1,33,37,6,5
18,2,33,37,5,5
18,2,33,38,5,4
19,2,33,37,5,4
19,1,34,37,5,4
19,0,34,37,6,4
19,0,34,37,6,4
18,0,34,38,6,4
18,0,34,38,6,4
18,1,34,38,5,4
19,1,34,38,4,4
18,1,35,38,4,4
18,1,34,38,4,5
18,1,34,38,3,6
18,0,34,39,3,6
18,0,34,39,3,6
18,1,33,39,3,6
18,1,33,38,4,6
19,1,33,38,4,5
18,1,33,38,5,5
18,1,33,38,5,5
18,0,33,39,5,5
18,0,33,39,5,5
17,0,33,39,6,5
16,0,34,39,6,5
16,1,34,39,6,4
16,1,35,38,6,4
16,1,36,37,6,4
16,1,36,37,6,4
16,2,36,37,5,4
17,1,36,37,5,4
17,1,36,37,5,4
17,1,36,37,5,4
17,2,35,37,5,4
17,2,35,37,5,4
17,2,36,36,5,4
17,2,36,36,5,4
17,2,36,36,4,5
17,2,36,36,4,5
17,2,36,37,3,5
18,2,36,37,2,5
18,2,36,38,2,4
17,2,37,38,2,4
18,1,37,38,2,4
18,1,36,38,3,4
18,2,36,38,2,4
18,2,36,37,2,5
17,2,36,38,2,5
17,2,36,38,2,5
17,1,36,39,2,5
17,1,36,39,2,5
17,1,36,39,2,5
16,1,36,40,2,5
16,1,37,40,2,4
16,0,38,40,2,4
16,0,37,40,2,5
15,0,37,40,2,6
15,0,37,40,3,5
15,0,37,41,3,4
15,0,37,40,4,4
14,1,37,40,4,4
14,0,37,40,5,4
14,0,37,40,4,5
13,1,37,40,4,5
13,1,38,40,3,5
13,1,38,40,3,5
13,1,38,40,3,5
12,1,38,40,3,6
12,1,38,40,3,6
11,1,39,40,3,6
11,1,39,40,3,6
12,1,39,39,3,6
12,1,40,39,3,5
12,1,40,39,4,4
11,1,40,39,5,4
10,2,40,39,5,4
10,2,39,39,5,5
10,2,39,40,5,4
10,2,38,40,5,5
10,2,38,40,5,5
10,3,37,40,5,5
9,4,37,40,5,5
9,4,37,39,5,6
9,4,37,39,4,7
9,4,37,39,4,7
9,4,37,38,4,8
9,3,37,38,4,9
10,2,37,38,4,9
10,1,38,38,4,9
10,1,38,38,4,9
10,1,37,39,4,9
10,1,37,39,4,9
10,1,38,39,4,8
10,2,37,39,4,8
10,2,37,40,4,7
10,1,37,40,5,7
10,1,37,39,5,8
10,1,37,39,5,8
10,1,37,38,6,8
10,1,36,38,6,9
9,1,36,38,7,9
9,2,36,38,7,8
9,1,36,38,8,8
9,0,36,39,8,8
9,0,36,39,8,8
9,0,35,39,8,9
9,0,35,38,9,9
9,0,34,38,9,10
9,0,34,38,9,10
9,1,34,38,9,9
9,1,34,38,9,9
9,1,34,39,8,9
9,1,35,39,7,9
10,0,35,39,7,9
10,1,34,39,7,9
10,1,35,39,7,8
9,2,35,39,7,8
9,2,36,38,7,8
9,2,36,38,6,9
9,2,36,39,6,8
9,1,37,39,6,8
9,0,37,39,6,9
9,0,37,39,5,10
9,0,37,39,5,10
8,0,37,39,5,11
7,0,38,39,5,11
7,0,38,39,5,11
6,0,39,39,5,11
6,0,39,39,5,11
6,1,39,38,5,11
6,1,40,38,5,10
6,1,40,38,5,10
6,1,40,38,5,10
6,1,40,37,5,11
6,1,39,38,5,11
6,0,40,38,5,11
6,0,40,38,5,11
6,0,39,38,5,12
5,0,39,38,5,13
4,1,39,38,5,13
4,0,39,38,5,14
3,1,39,38,5,14
4,1,39,38,5,13
4,0,40,38,5,13
4,0,40,38,5,13
4,0,40,39,4,13
5,0,40,39,4,12
6,0,40,39,3,12
6,0,40,39,3,12
6,0,40,39,3,12
6,0,40,39,2,13
6,0,40,39,2,13
5,1,40,39,2,13
5,1,40,39,1,14
4,2,40,39,1,14
4,2,40,39,1,14
4,3,40,39,1,13
4,3,40,39,1,13
4,3,39,40,1,13
4,3,38,40,2,13
4,4,37,40,2,13
4,5,37,39,2,13
4,5,37,39,2,13
4,6,37,38,2,13
5,6,36,38,2,13
5,5,36,38,3,13
5,5,36,39,2,13
6,4,36,39,2,13
7,4,36,38,2,13
8,4,35,38,2,13
8,5,35,38,2,12
8,5,34,39,2,12
9,5,33,39,2,12
9,5,33,39,2,12
9,5,33,39,2,12
9,5,33,39,2,12
9,5,33,39,2,12
9,5,33,39,1,13
9,6,33,38,1,13
9,5,33,38,2,13
9,5,33,38,2,13
8,5,33,38,2,14
8,6,33,38,1,14
8,6,32,39,1,14
8,7,32,38,1,14
8,7,33,37,1,14
8,6,34,37,1,14
8,6,34,37,1,14
8,6,34,36,2,14
8,6,35,36,1,14
8,6,35,37,1,13
9,6,35,36,1,13
9,6,35,35,1,14
9,6,34,35,2,14
10,6,34,35,1,14
10,6,34,35,1,14
10,5,34,36,1,14
9,5,34,36,1,15
9,5,34,36,1,15
9,5,34,36,1,15
9,4,34,37,1,15
8,4,34,38,1,15
7,4,34,38,2,15
8,4,34,37,2,15
9,4,34,37,2,14
9,4,34,37,2,14
9,4,35,37,1,14
8,4,35,37,2,14
8,4,36,37,1,14
9,3,36,37,1,14
8,3,37,37,1,14
8,3,38,36,1,14
8,3,39,35,1,14
8,4,39,35,1,13
8,3,40,35,1,13
7,3,40,35,2,13
7,2,41,35,2,13
7,2,40,35,3,13
8,1,40,35,3,13
8,1,40,35,3,13
8,1,41,35,3,12
8,1,41,34,4,12
8,2,41,34,3,12
7,2,42,34,3,12
7,2,42,34,2,13
7,2,42,34,2,13
7,2,42,33,3,13
7,2,42,33,3,13
7,2,42,33,3,13
7,1,42,33,3,14
7,2,41,33,3,14
7,2,41,33,3,14
7,2,41,32,4,14
7,3,40,32,4,14
7,3,40,32,3,15
7,3,40,32,3,15
7,3,39,33,3,15
6,3,39,34,3,15
6,3,39,34,3,15
6,3,39,34,3,15
5,3,40,34,3,15
6,2,40,34,3,15
6,2,40,33,4,15
6,2,40,34,4,14
5,2,40,34,4,15
5,2,40,34,4,15
5,2,40,34,4,15
4,2,41,34,4,15
4,2,40,34,4,16
4,2,41,34,4,15
5,2,41,34,4,14
5,2,42,34,4,13
6,2,42,33,4,13
6,1,42,34,4,13
6,1,42,35,4,12
6,1,43,34,4,12
6,1,43,33,5,12
6,0,44,33,5,12
6,0,44,33,5,12
6,0,44,33,5,12
6,1,43,33,5,12
6,1,44,33,5,11
6,1,44,34,4,11
6,1,44,33,5,11
6,1,44,34,5,10
6,1,44,34,5,10
6,1,44,34,5,10
7,1,44,33,5,10
7,1,44,33,4,11
8,0,44,33,4,11
7,0,44,34,4,11
7,0,45,34,4,10
7,1,45,33,4,10
7,1,45,33,4,10
7,1,45,33,4,10
7,1,45,33,4,10
8,1,45,33,3,10
8,2,44,33,3,10
8,2,43,33,4,10
7,2,43,34,4,10
7,2,44,34,4,9
7,2,44,34,5,8
7,2,43,35,5,8
7,2,43,35,5,8
8,2,43,34,5,8
8,2,43,34,5,8
7,2,44,34,5,8
7,2,44,34,5,8
6,2,44,34,5,9
6,2,44,34,5,9
6,3,44,33,5,9
6,2,44,34,5,9
6,2,44,34,6,8
6,2,44,34,6,8
7,2,44,34,5,8
7,2,44,35,4,8
7,3,43,35,4,8
8,2,43,35,4,8
8,2,43,36,3,8
8,1,43,36,4,8
8,1,42,36,4,9
8,1,42,35,4,10
9,1,42,34,4,10
9,2,42,34,4,9
9,1,42,34,5,9
9,2,42,33,5,9
9,3,42,33,4,9
9,3,42,33,4,9
8,3,42,34,4,9
7,3,42,35,4,9
7,3,43,35,4,8
7,3,43,35,3,9
7,3,43,35,3,9
7,3,43,35,3,9
7,4,43,35,3,8
7,4,43,35,3,8
6,4,43,35,3,9
6,3,43,36,3,9
6,2,43,36,4,9
6,2,44,35,4,9
5,2,44,35,5,9
4,2,45,35,5,9
4,3,45,34,5,9
4,3,45,34,5,9
5,3,45,34,5,8
4,3,45,34,6,8
5,3,45,34,6,7
4,3,45,34,7,7
4,3,45,34,6,8
4,3,45,34,6,8
3,3,45,35,6,8
2,3,45,36,6,8
2,2,46,36,6,8
2,2,46,35,7,8
3,2,46,35,7,7
3,2,45,36,7,7
3,2,45,35,8,7
3,2,46,35,7,7
4,2,46,35,6,7
3,2,47,35,6,7
2,2,48,35,6,7
2,2,48,35,6,7
3,2,48,34,6,7
3,2,48,33,6,8
3,2,47,33,6,9
3,1,47,34,6,9
3,1,46,34,6,10
3,1,45,35,6,10
3,1,45,35,6,10
2,1,45,35,6,11
3,1,45,34,6,11
3,1,45,34,6,11
3,1,45,34,6,11
3,1,46,34,6,10
3,1,46,35,6,9
3,1,46,35,5,10
4,1,45,35,5,10
4,1,44,36,5,10
4,0,45,36,5,10
4,0,45,35,6,10
4,0,46,35,5,10
4,0,46,35,5,10
4,0,45,35,5,11
4,0,45,35,4,12
4,0,44,36,4,12
4,1,44,36,3,12
5,1,44,35,3,12
5,2,43,35,3,12
6,2,43,34,3,12
6,2,43,35,3,11
6,2,43,35,2,12
6,3,42,35,2,12
6,3,42,35,2,12
6,4,42,34,2,12
5,4,42,34,3,12
5,4,42,34,3,12
5,4,41,35,3,12
5,4,41,35,3,12
5,4,41,35,3,12
5,4,41,36,3,11
5,4,41,37,3,10
5,4,41,37,3,10
5,4,41,37,3,10
5,4,40,37,4,10
5,5,40,37,4,9
6,5,40,37,3,9
6,6,40,37,2,9
6,5,40,37,3,9
6,5,40,37,3,9
6,5,40,37,3,9
6,4,40,38,3,9
6,4,40,39,3,8
6,4,40,38,4,8
6,4,39,38,5,8
6,4,38,38,6,8
5,4,38,38,6,9
5,4,38,37,7,9
4,4,38,37,8,9
5,4,37,37,8,9
6,4,37,37,7,9
6,5,37,37,7,8
6,5,37,36,7,9
6,5,37,36,7,9
5,5,37,36,8,9
4,6,37,36,8,9
4,6,36,36,9,9
4,6,36,36,9,9
4,6,37,35,9,9
4,6,38,35,9,8
4,7,38,35,8,8
5,7,38,35,7,8
4,7,38,36,7,8
3,7,38,36,7,9
3,7,37,37,7,9
3,7,37,36,8,9
4,7,37,36,8,8
4,7,37,36,7,9
5,7,36,36,7,9
5,8,35,36,7,9
5,7,36,36,7,9
4,7,36,36,7,10
4,6,36,37,7,10
4,6,37,36,7,10
4,5,37,36,7,11
4,5,37,36,8,10
4,5,37,36,8,10
3,5,37,37,8,10
3,4,37,37,9,10
3,4,37,37,9,10
3,4,37,37,9,10
3,4,37,37,9,10
3,4,36,38,9,10
3,4,37,37,9,10
4,4,37,37,8,10
4,4,36,37,9,10
5,4,36,37,9,9
5,4,35,38,9,9
5,4,35,37,10,9
4,4,35,37,11,9
4,4,35,36,11,10
4,4,34,37,11,10
4,3,35,37,11,10
4,3,35,37,11,10
4,3,35,37,11,10
4,3,35,38,10,10
4,3,35,37,11,10
4,3,35,37,11,10
4,4,35,37,10,10
4,4,36,36,10,10
4,4,36,36,10,10
4,5,36,35,10,10
4,4,36,36,10,10
4,4,36,36,9,11
5,4,35,36,9,11
5,4,35,36,8,12
5,4,35,36,8,12
5,3,35,37,8,12
5,4,35,36,8,12
6,4,34,36,8,12
6,4,34,36,8,12
6,5,34,36,8,11
6,5,34,37,7,11
5,5,34,38,7,11
6,4,34,38,7,11
6,4,34,38,7,11
6,3,34,38,7,12
5,3,34,38,7,13
5,3,33,38,7,14
6,2,33,38,7,14
5,2,33,38,7,15
5,2,33,39,6,15
5,3,33,38,6,15
6,3,33,38,5,15
6,3,34,38,4,15
7,3,34,37,4,15
8,3,34,37,3,15
8,3,33,37,3,16
8,3,33,37,2,17
8,3,33,36,3,17
8,4,32,36,3,17
8,4,32,36,4,16
8,3,33,36,4,16
8,3,33,36,4,16
8,3,33,37,3,16
9,3,33,37,3,15
9,2,33,37,4,15
9,1,33,37,5,15
9,0,33,37,6,15
9,0,34,37,6,14
9,0,34,37,6,14
9,0,34,37,6,14
9,0,34,37,6,14
9,0,34,37,6,14
10,0,34,36,6,14
10,0,34,36,6,14
10,1,34,36,6,13
10,0,34,36,7,13
10,0,33,36,8,13
10,1,33,35,8,13
11,1,33,34,8,13
11,0,34,34,8,13
11,0,34,33,9,13
10,1,34,33,9,13
11,1,34,32,9,13
10,1,34,32,10,13
10,1,35,32,10,12
10,1,36,32,10,11
11,1,36,32,9,11
11,1,36,32,9,11
11,1,36,32,9,11
10,1,36,32,9,12
11,1,36,31,9,12
11,0,36,31,10,12
11,0,36,31,10,12
11,0,36,31,10,12
10,0,36,31,11,12
10,0,36,31,11,12
10,1,36,31,10,12
11,0,36,31,10,12
11,0,36,30,11,12
11,0,35,31,11,12
11,0,35,31,10,13
11,0,35,31,10,13
11,0,35,31,10,13
11,1,35,31,10,12
11,1,36,31,9,12
12,1,36,30,9,12
12,1,36,30,10,11
12,1,35,30,11,11
12,2,34,30,11,11
12,2,34,29,12,11
11,3,34,29,12,11
10,3,34,29,12,12
10,3,33,30,12,12
9,4,33,30,12,12
8,4,34,30,12,12
7,4,35,30,12,12
7,4,35,30,12,12
7,4,35,30,11,13
8,4,35,30,10,13
8,5,34,30,10,13
7,5,34,31,10,13
8,5,34,31,9,13
9,5,34,31,8,13
8,5,34,32,8,13
9,5,34,32,8,12
10,5,34,32,7,12
10,5,34,33,7,11
10,5,33,33,7,12
10,5,34,32,7,12
11,5,34,32,7,11
12,5,34,32,7,10
12,4,34,32,7,11
12,4,35,31,7,11
13,3,35,31,7,11
13,3,35,31,7,11
13,3,36,30,7,11
13,2,36,31,7,11
12,2,36,31,8,11
11,2,36,31,8,12
10,2,36,31,9,12
10,2,37,31,9,11
10,2,38,31,8,11
10,3,38,31,8,10
9,3,38,31,9,10
9,4,38,30,9,10
9,4,38,30,8,11
9,4,38,30,8,11
9,4,37,31,8,11
9,4,37,31,8,11
9,4,37,30,9,11
9,4,37,29,10,11
9,4,37,29,10,11
9,4,37,28,11,11
10,4,36,28,11,11
10,4,36,28,12,10
11,4,36,28,11,10
11,4,37,27,11,10
11,4,37,27,11,10
11,4,37,28,10,10
11,4,37,28,10,10
11,4,37,28,10,10
11,3,37,28,10,11
11,2,38,28,10,11
12,2,37,28,10,11
12,2,38,28,9,11
12,2,38,29,9,10
13,2,37,29,9,10
13,1,37,30,9,10
13,0,37,30,9,11
12,1,37,30,9,11
12,1,37,30,9,11
12,1,37,30,9,11
11,2,37,30,9,11
11,3,37,30,9,10
11,3,37,30,9,10
11,3,37,30,8,11
11,3,36,30,8,12
11,3,36,31,7,12
10,3,37,31,7,12
10,3,37,30,8,12
10,3,37,31,8,11
9,4,37,31,8,11
9,4,38,30,8,11
9,4,38,30,8,11
9,4,37,30,9,11
9,4,37,30,8,12
9,4,37,30,8,12
9,5,37,30,7,12
10,5,37,30,6,12
10,5,37,29,6,13
10,5,38,29,5,13
10,5,37,29,6,13
10,4,37,29,6,14
10,4,36,29,6,15
10,4,36,29,6,15
9,4,36,29,7,15
9,4,37,29,6,15
10,4,37,29,6,14
10,4,37,29,6,14
10,4,37,28,7,14
10,4,37,28,7,14
10,5,37,28,7,13
10,5,37,28,7,13
11,5,37,28,6,13
12,5,36,28,6,13
