A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
37,30,70,41,42,17,34,80,69,38,45,45,63,97,60,51,23,29,61,68
37,29,70,41,43,17,34,80,69,38,45,45,63,97,60,51,23,29,61,68
37,29,70,42,43,17,34,80,68,38,45,45,63,97,60,51,23,29,61,68
37,29,70,42,43,17,34,80,68,38,45,45,63,98,60,51,22,29,61,68
37,29,69,42,43,17,34,80,68,38,45,45,63,99,60,51,22,29,61,68
37,29,69,42,43,17,34,80,67,38,45,45,63,99,60,51,22,29,62,68
37,29,69,41,43,17,34,80,67,38,45,45,63,99,60,52,22,29,62,68
37,29,69,41,43,17,34,80,68,37,45,45,63,99,60,52,22,29,62,68
37,29,69,41,43,18,34,80,68,37,45,45,63,98,60,52,22,29,62,68
37,29,69,41,43,18,35,79,68,37,45,45,63,98,60,52,22,29,62,68
36,29,69,41,43,18,35,79,68,37,45,45,63,99,60,52,22,29,62,68
37,28,69,41,43,18,35,79,68,37,45,45,63,99,60,52,22,29,62,68
38,27,69,41,43,18,35,79,68,37,45,45,63,99,60,52,22,29,62,68
38,27,69,41,44,18,35,79,68,37,44,45,63,99,60,52,22,29,62,68
38,27,69,41,43,18,35,79,68,37,44,45,63,100,60,52,22,29,62,68
38,27,69,41,43,18,36,79,68,37,44,45,63,100,59,52,22,29,62,68
38,27,69,41,42,18,37,79,68,37,44,45,63,100,59,52,22,29,62,68
38,27,69,41,42,18,37,79,68,37,43,45,63,101,59,52,22,29,62,68
38,27,69,41,42,18,36,79,68,38,43,45,63,101,59,52,22,29,62,68
39,27,69,40,42,18,36,79,68,38,43,45,63,101,59,52,22,29,62,68
39,27,69,40,42,18,36,79,68,38,43,45,63,101,60,52,22,29,61,68
39,28,69,39,42,18,36,79,68,38,43,45,63,101,60,52,22,29,61,68
39,28,68,39,42,18,36,79,68,38,43,45,63,101,60,52,23,29,61,68
39,28,68,39,42,18,36,80,68,38,43,45,63,101,60,51,23,29,61,68
39,28,68,39,41,18,36,80,69,38,43,45,63,101,60,51,23,29,61,68
39,28,68,39,41,18,36,80,69,38,43,45,62,101,60,51,23,30,61,68
39,28,68,39,41,18,36,80,69,38,43,45,62,101,60,50,23,31,61,68
39,28,68,39,41,18,37,80,69,38,43,45,62,101,60,49,23,31,61,68
39,28,68,39,41,18,36,80,69,38,43,45,62,101,61,49,23,31,61,68
39,28,68,38,41,18,37,80,69,38,43,45,62,101,61,49,23,31,61,68
39,28,68,38,41,18,36,80,69,39,43,45,62,101,61,49,23,31,61,68
39,28,68,38,42,18,36,80,69,39,43,45,62,101,61,48,23,31,61,68
39,28,68,38,42,18,36,80,69,39,43,44,63,101,61,48,23,31,61,68
39,29,68,38,42,17,36,80,69,39,43,44,63,101,61,48,23,31,61,68
39,29,68,37,42,17,36,80,69,39,43,44,63,101,61,48,23,31,61,69
39,28,68,37,42,17,36,80,69,39,43,44,63,101,61,48,23,32,61,69
39,28,68,37,42,17,36,80,69,39,43,44,64,101,61,48,23,32,61,68
39,28,68,37,42,16,36,80,70,39,43,44,64,101,61,48,23,32,61,68
39,28,68,37,42,16,36,80,69,39,43,44,65,101,61,48,23,32,61,68
39,29,68,37,42,16,36,80,69,39,42,44,65,101,61,48,23,32,61,68
39,29,68,37,42,16,36,80,69,39,42,44,65,101,60,48,23,33,61,68
39,29,68,37,42,16,35,80,69,39,42,44,66,101,60,48,23,33,61,68
39,30,68,37,42,16,35,79,69,39,42,44,66,101,60,48,23,33,61,68
39,30,68,37,42,16,35,79,69,39,42,44,65,101,60,48,23,33,62,68
38,30,68,37,42,16,35,79,69,39,42,44,66,101,60,48,23,33,62,68
38,30,68,38,42,16,35,79,69,39,42,44,66,100,60,48,23,33,62,68
38,30,68,38,42,16,35,79,69,39,42,44,66,100,60,49,23,32,62,68
37,30,68,38,42,16,35,79,69,40,42,44,66,100,60,49,23,32,62,68
37,30,68,38,42,16,35,79,69,40,41,44,66,100,60,49,23,33,62,68
37,30,68,39,42,16,35,79,69,40,41,44,66,100,59,49,23,33,62,68
36,31,68,39,42,16,35,79,69,40,41,44,66,100,59,49,23,33,62,68
36,31,68,39,42,16,35,79,69,40,41,45,66,100,59,49,23,33,62,67
36,32,68,39,42,16,35,79,69,40,40,45,66,100,59,49,23,33,62,67
36,32,68,39,42,16,35,79,69,40,40,45,65,100,59,50,23,33,62,67
36,32,68,39,42,17,35,79,68,40,40,45,65,100,59,50,23,33,62,67
36,33,68,39,42,17,35,79,68,40,40,45,65,100,59,50,23,32,62,67
36,33,68,39,42,17,35,79,69,40,40,45,65,99,59,50,23,32,62,67
35,33,68,39,42,17,35,79,69,40,40,45,65,99,60,50,23,32,62,67
35,32,68,39,42,17,35,80,69,40,40,45,65,99,60,50,23,32,62,67
35,32,68,39,42,17,35,80,69,40,41,45,65,99,60,49,23,32,62,67
35,32,68,39,42,17,35,80,69,40,40,45,65,100,60,49,23,32,62,67
35,32,68,39,41,17,35,80,69,40,40,45,65,100,60,49,23,32,63,67
35,32,68,39,41,17,35,79,69,40,40,45,65,100,61,49,23,32,63,67
35,32,68,39,42,17,35,79,68,40,40,45,65,100,61,49,23,32,63,67
35,32,68,39,42,17,35,79,68,41,39,45,65,100,61,49,23,32,63,67
35,32,68,39,42,17,35,79,68,41,39,45,65,100,62,49,22,32,63,67
36,32,68,39,42,17,35,79,68,41,38,45,65,100,62,49,22,32,63,67
36,32,68,39,42,17,35,79,68,41,38,44,65,100,62,49,22,33,63,67
36,32,67,39,42,17,35,79,68,41,38,44,65,100,62,49,22,33,64,67
36,32,67,39,42,17,35,79,68,41,38,44,65,99,62,49,23,33,64,67
36,32,67,39,42,18,35,79,68,41,38,44,65,99,62,49,23,33,64,66
36,32,67,39,42,18,35,79,68,40,38,44,65,99,62,49,24,33,64,66
36,32,67,39,42,18,35,79,69,40,38,44,65,99,61,49,24,33,64,66
35,32,67,39,42,18,35,79,69,40,38,44,65,99,61,49,24,34,64,66
35,32,67,39,42,18,34,79,69,40,38,44,65,99,61,49,24,34,64,67
35,32,66,39,42,18,34,79,69,40,38,44,65,99,61,49,24,34,64,68
35,32,66,39,42,18,34,79,69,40,38,44,65,99,61,49,24,34,64,68
35,32,66,39,42,18,34,79,68,40,38,44,65,99,62,49,24,34,64,68
35,32,66,40,42,18,34,79,68,40,38,43,65,99,62,49,24,34,64,68
36,32,65,40,42,18,34,79,68,40,38,43,65,99,62,49,24,34,64,68
36,32,65,40,42,18,34,79,67,40,38,44,65,99,62,49,24,34,64,68
36,32,65,40,42,19,34,78,67,40,38,44,65,99,62,49,24,34,64,68
36,32,65,40,42,20,33,78,67,40,38,44,65,99,62,49,24,34,64,68
36,32,64,40,42,20,33,78,67,40,38,44,66,99,62,49,24,34,64,68
36,32,64,40,42,21,33,78,67,40,38,44,66,99,61,49,24,34,64,68
36,32,64,40,42,20,33,78,67,40,38,44,67,99,61,49,24,34,64,68
35,32,64,40,42,20,33,78,67,40,38,44,68,99,61,49,24,34,64,68
35,32,64,40,43,20,33,78,67,40,38,44,67,99,61,49,24,34,64,68
35,32,64,40,43,20,33,78,67,40,38,44,67,99,61,49,24,34,64,68
35,32,64,40,43,20,33,78,67,40,38,44,67,99,61,49,24,34,64,68
35,33,64,40,43,20,33,78,67,40,38,44,67,99,61,48,24,34,64,68
35,33,64,40,43,20,33,78,67,40,38,43,67,99,61,48,24,34,65,68
35,33,65,40,43,20,33,78,67,40,38,43,67,99,60,48,24,34,65,68
35,33,65,40,43,20,33,78,67,39,38,43,68,99,60,48,24,34,65,68
35,33,65,40,42,20,34,78,67,39,38,43,68,99,60,48,24,34,65,68
35,33,65,40,42,20,34,78,67,39,38,43,69,99,60,48,23,34,65,68
35,33,65,40,43,20,34,78,67,39,38,43,68,99,60,48,23,34,65,68
35,33,65,40,43,20,34,78,67,39,38,43,68,99,60,48,23,34,65,68
35,33,65,40,43,20,35,78,67,39,38,43,68,99,60,48,23,34,65,67
35,33,65,40,43,20,35,78,67,40,38,43,68,98,60,48,23,34,65,67
35,33,65,40,44,20,35,77,67,40,38,43,68,98,60,48,23,34,65,67
35,33,65,40,44,20,35,77,66,40,38,43,68,98,60,49,23,34,65,67
35,33,65,40,44,20,36,77,66,40,38,43,68,98,60,49,22,34,65,67
35,33,64,40,45,20,36,77,66,40,38,43,68,98,60,49,22,34,65,67
35,33,64,40,45,20,36,77,66,40,38,43,68,98,60,49,22,34,65,67
35,33,64,40,45,20,36,77,66,40,37,43,68,98,60,49,22,34,66,67
35,33,64,40,45,20,36,77,66,39,37,43,68,98,61,49,22,34,66,67
35,33,64,40,45,20,36,77,66,39,37,43,68,98,62,49,22,34,65,67
35,33,64,40,45,20,36,77,66,40,37,43,68,98,62,49,22,34,64,67
35,33,64,40,44,20,36,77,66,40,37,43,69,98,62,49,22,34,64,67
35,33,64,40,44,20,36,77,66,40,37,44,68,98,62,49,22,34,64,67
35,33,64,40,44,20,36,77,66,40,37,44,68,98,62,50,22,34,64,66
35,33,64,40,43,20,36,77,66,40,37,44,69,98,62,50,22,34,64,66
35,33,64,40,43,20,36,78,66,40,36,44,69,98,62,50,22,34,64,66
35,33,64,40,43,20,36,78,66,40,36,44,69,98,62,50,22,34,64,66
35,33,64,40,43,19,36,78,66,40,36,44,69,98,62,50,22,34,65,66
35,33,64,40,43,19,36,78,66,40,37,44,69,98,62,50,22,34,65,65
35,33,64,40,43,19,36,78,66,40,37,43,70,98,62,50,22,34,65,65
35,33,64,40,43,19,36,78,66,40,37,43,70,98,62,50,22,33,65,66
35,33,64,40,43,19,36,77,66,40,38,43,70,98,62,50,22,33,65,66
35,33,65,40,43,19,36,76,66,40,38,43,70,98,62,50,22,33,65,66
35,33,65,40,43,18,36,76,67,40,38,43,70,98,62,50,22,33,65,66
35,33,65,40,43,18,36,75,67,40,38,43,70,98,62,50,22,33,65,67
35,32,65,40,43,18,36,75,67,40,39,43,70,98,62,50,22,33,65,67
35,32,65,40,43,17,36,75,67,40,39,43,70,98,62,50,22,33,66,67
35,32,65,39,43,17,36,75,67,40,39,43,71,98,62,50,22,33,66,67
35,32,65,39,43,17,36,75,66,40,39,43,71,98,62,50,22,33,67,67
35,32,65,39,43,17,36,75,66,41,39,43,70,98,62,50,22,33,67,67
35,32,65,39,43,17,36,75,66,41,39,43,70,97,62,50,22,33,67,68
35,32,65,39,43,17,36,75,66,41,39,43,70,97,63,50,22,33,67,67
35,32,65,39,43,17,36,76,66,41,39,43,70,97,63,49,22,33,67,67
35,32,65,40,43,17,36,76,66,41,39,43,70,97,63,49,21,33,67,67
35,32,65,40,43,17,36,76,66,41,39,43,70,97,63,49,21,33,67,67
35,31,65,41,43,17,36,76,66,41,39,43,70,97,63,49,21,33,67,67
35,31,65,41,43,17,36,76,66,41,39,43,70,97,63,50,21,32,67,67
35,31,65,42,43,17,36,76,66,41,39,43,70,96,63,50,21,32,67,67
35,31,65,43,43,17,35,76,66,41,39,43,70,96,63,50,21,32,67,67
35,31,65,43,43,17,35,76,67,41,38,43,70,96,63,50,21,32,67,67
35,31,65,43,43,17,35,77,67,41,38,43,70,96,62,50,21,32,67,67
35,31,65,43,43,18,35,77,67,41,38,43,70,96,62,50,21,31,67,67
36,31,65,43,43,18,35,77,67,41,38,43,70,96,62,49,21,31,67,67
36,31,65,43,43,18,35,77,67,41,38,43,69,96,62,49,22,31,67,67
36,31,65,42,43,18,35,77,67,41,38,43,70,96,62,49,22,31,67,67
36,31,65,43,43,18,34,77,67,41,38,43,70,96,62,49,22,31,67,67
36,31,65,43,43,17,34,77,67,41,39,43,70,96,62,49,22,31,67,67
36,31,65,43,44,17,34,77,67,41,39,43,70,96,61,49,22,31,67,67
36,31,65,43,45,17,34,77,67,41,39,43,70,96,61,49,22,30,67,67
36,31,65,43,45,17,35,77,67,41,39,43,70,96,61,49,22,30,67,66
37,31,65,43,45,17,35,77,67,41,39,42,70,96,61,49,22,30,67,66
37,31,65,43,44,17,36,77,67,41,39,42,70,96,61,49,22,30,67,66
37,31,65,43,43,17,36,77,67,41,39,42,70,96,61,49,22,30,67,67
37,31,65,43,42,17,36,77,67,41,39,42,70,96,61,49,22,30,68,67
37,31,65,44,42,17,36,77,67,41,39,42,70,96,61,49,22,29,68,67
37,31,64,44,42,17,36,78,67,41,39,42,70,96,61,49,22,29,68,67
37,31,64,44,42,17,36,78,67,41,39,42,70,96,61,49,22,29,68,67
37,31,64,44,42,17,37,77,67,41,39,42,70,96,61,49,22,29,68,67
37,31,64,44,42,17,37,77,67,41,39,42,70,96,61,49,21,30,68,67
37,31,64,44,43,17,37,77,67,41,39,42,70,96,61,49,20,30,68,67
37,31,64,45,43,17,37,77,67,41,39,42,70,96,61,49,20,30,67,67
37,31,64,45,43,17,37,78,67,41,39,42,70,96,61,48,20,30,67,67
37,31,63,45,43,17,37,78,67,41,39,42,70,96,61,49,20,30,67,67
37,32,63,45,43,17,37,78,66,41,39,42,70,96,61,49,20,30,67,67
37,32,63,46,43,16,37,78,66,41,39,42,70,96,61,49,20,30,67,67
37,32,62,46,43,16,37,78,66,41,39,42,70,97,61,49,20,30,67,67
37,33,62,46,43,16,37,78,66,41,39,42,70,97,61,49,20,29,67,67
37,33,62,46,43,16,37,78,66,41,39,42,70,97,61,49,20,29,67,67
37,33,62,46,43,16,37,78,66,41,39,43,70,97,61,49,20,29,67,66
37,33,62,45,43,16,37,78,66,42,39,43,70,97,61,49,20,29,67,66
37,33,62,45,43,16,37,78,66,42,39,43,70,97,61,49,20,29,67,66
37,33,62,45,43,15,37,78,66,42,39,43,70,97,62,49,20,29,67,66
37,33,62,46,43,15,37,78,66,42,39,42,70,97,62,49,20,29,67,66
37,33,62,46,43,15,37,78,66,42,38,42,70,98,62,49,20,29,67,66
37,33,63,46,43,15,37,78,66,42,38,42,70,98,62,49,20,29,66,66
37,34,63,46,43,15,36,78,66,42,38,42,70,98,62,49,20,29,66,66
37,34,63,46,43,16,35,78,66,42,38,42,70,98,62,49,20,29,66,66
37,34,63,47,43,16,35,78,66,42,38,42,70,98,61,49,20,29,66,66
37,34,63,47,43,16,35,78,66,42,38,42,69,98,61,49,20,29,66,67
37,33,63,47,43,16,35,78,66,42,38,42,69,98,61,50,20,29,66,67
37,33,63,47,43,16,36,78,66,42,38,42,69,98,61,50,20,29,65,67
38,33,63,47,43,16,36,78,66,42,38,42,68,98,61,50,20,29,65,67
38,33,63,47,43,15,36,79,66,42,38,42,68,98,61,50,20,29,65,67
38,32,63,47,43,15,37,79,66,42,38,42,68,98,61,50,20,29,65,67
38,32,64,47,43,15,37,79,65,42,38,42,68,98,61,50,20,29,65,67
38,32,64,47,43,15,37,79,65,42,38,42,68,98,61,51,20,29,65,66
38,32,64,47,43,15,37,79,65,42,38,42,68,98,61,51,20,29,65,66
38,32,64,47,43,15,37,79,65,42,39,42,68,98,61,51,20,29,65,65
38,32,64,47,43,15,37,79,65,42,39,42,68,99,61,51,20,28,65,65
38,32,64,47,43,15,37,78,65,42,39,42,69,99,61,51,20,28,65,65
38,33,64,47,43,15,37,78,65,42,39,42,69,99,61,51,20,27,65,65
38,33,64,47,43,15,37,78,65,41,39,42,69,99,61,51,20,27,66,65
38,33,63,47,43,16,37,78,65,41,39,42,69,99,61,51,20,27,66,65
38,33,63,47,43,16,37,78,65,41,39,42,69,99,60,51,20,28,66,65
38,33,63,47,43,15,37,78,65,42,39,42,69,99,60,51,20,28,66,65
38,33,63,47,43,15,37,78,64,42,39,43,69,99,60,51,20,28,66,65
38,33,63,48,43,15,37,78,64,42,39,43,69,99,60,51,20,28,66,64
38,33,63,47,43,15,37,78,64,42,39,43,69,100,60,51,20,28,66,64
38,33,62,47,43,15,37,78,64,42,39,43,69,100,60,52,20,28,66,64
38,33,62,47,43,15,37,78,64,42,40,43,69,100,59,52,20,28,66,64
38,33,62,46,43,15,37,78,64,42,41,43,69,100,59,52,20,28,66,64
38,33,62,45,43,15,37,79,64,42,41,43,69,100,59,52,20,28,66,64
38,33,62,45,43,15,37,79,64,42,41,43,69,99,59,52,20,28,67,64
38,33,62,45,43,16,37,79,64,42,41,43,69,99,59,52,20,28,67,63
38,33,62,45,43,16,37,79,64,42,41,43,69,99,58,52,21,28,67,63
38,33,62,45,43,16,37,79,64,42,41,42,69,99,58,52,21,28,67,64
38,33,62,45,43,16,37,79,64,41,41,42,69,100,58,52,21,28,67,64
38,33,62,45,43,16,37,79,64,41,41,42,69,100,58,52,21,28,68,63
38,33,62,45,43,16,37,79,64,42,40,42,69,100,58,52,21,28,68,63
37,33,62,45,43,17,37,79,64,42,40,42,69,100,58,52,21,28,68,63
37,33,62,45,43,17,37,79,64,42,40,43,69,100,58,52,21,28,67,63
37,33,62,45,43,17,37,79,64,43,40,43,69,100,58,51,21,28,67,63
37,33,62,45,43,17,37,79,63,43,40,43,69,100,58,51,22,28,67,63
36,33,62,45,43,17,38,79,63,43,40,43,69,100,58,51,22,28,67,63
36,33,62,45,43,17,38,79,63,43,40,44,69,100,58,51,22,28,66,63
36,33,62,45,43,17,38,79,63,43,40,44,69,99,58,51,23,28,66,63
36,33,62,45,43,17,38,79,63,43,40,44,69,99,58,51,23,27,67,63
36,33,62,45,43,17,39,79,63,43,40,44,69,99,58,51,22,27,67,63
36,33,62,45,43,17,39,78,63,44,40,44,69,99,58,51,22,27,67,63
37,33,62,45,43,17,39,78,63,44,39,44,69,99,58,51,22,27,67,63
37,33,61,45,43,17,39,78,63,44,39,45,69,99,58,51,22,27,67,63
37,32,61,45,43,17,39,78,63,44,39,45,69,99,59,51,22,27,67,63
37,32,61,45,43,17,39,78,63,44,39,45,69,98,59,51,22,27,68,63
37,32,61,45,43,17,38,79,63,44,39,45,69,98,59,51,22,27,68,63
37,32,61,45,43,17,38,79,63,44,39,44,69,98,59,52,22,27,68,63
37,32,61,45,43,17,37,79,63,44,39,44,69,98,59,53,22,27,68,63
37,32,61,45,43,17,37,79,63,44,39,43,69,98,59,53,22,28,68,63
36,32,61,45,43,17,37,79,63,44,39,43,69,98,59,53,22,29,68,63
36,32,61,45,43,17,37,79,63,44,39,43,68,99,59,53,22,29,68,63
36,32,61,45,43,17,37,79,63,44,40,43,67,99,59,53,22,29,68,63
36,32,61,45,43,17,37,79,64,43,40,43,67,99,59,53,22,29,68,63
36,32,61,45,43,17,37,79,64,44,40,43,67,99,59,52,22,29,68,63
36,32,61,45,43,17,37,79,64,44,41,42,67,99,59,52,22,29,68,63
36,32,61,45,43,17,37,80,64,44,41,42,67,99,59,52,22,29,67,63
36,32,61,45,43,18,37,80,64,44,41,42,67,99,58,52,22,29,67,63
36,32,61,45,43,18,37,80,64,43,41,43,67,99,58,52,22,29,67,63
36,32,61,45,43,18,37,80,64,43,41,43,68,99,57,52,22,29,67,63
36,32,62,45,43,18,37,80,64,43,41,43,68,99,57,52,22,28,67,63
36,32,62,45,43,18,37,80,64,43,41,43,68,98,57,53,22,28,67,63
36,32,62,45,43,17,38,80,64,43,41,43,68,98,57,53,22,28,67,63
36,32,62,45,43,17,38,80,64,43,41,43,68,97,57,54,22,28,67,63
36,31,62,45,43,17,39,80,64,43,41,43,68,97,57,54,22,28,67,63
36,31,62,45,43,17,39,80,64,43,41,43,68,97,57,53,22,28,67,64
36,31,62,45,43,17,39,80,65,43,41,43,68,97,57,52,22,28,67,64
36,31,62,45,44,17,39,80,65,43,41,43,68,97,57,52,22,28,67,63
36,32,62,45,44,17,39,80,65,43,41,42,68,97,57,52,22,28,67,63
36,31,62,45,44,17,39,81,65,43,41,42,68,97,57,52,22,28,67,63
36,31,62,45,44,17,39,81,65,43,41,43,68,96,57,52,22,28,67,63
36,31,62,45,44,17,39,81,65,44,41,43,67,96,57,52,22,28,67,63
36,31,62,45,44,17,39,81,65,44,41,43,67,96,57,52,22,28,67,63
36,31,62,45,44,17,39,81,65,44,41,44,67,96,57,52,21,28,67,63
36,31,62,46,44,17,39,81,65,44,41,44,67,96,57,52,21,27,67,63
36,31,62,46,44,17,39,81,65,44,41,44,66,96,57,52,21,27,68,63
36,31,62,46,44,17,39,81,65,44,42,44,65,96,57,52,21,27,68,63
36,30,63,46,44,17,39,81,65,44,42,44,65,96,57,52,21,27,68,63
36,30,63,46,44,17,39,81,65,44,41,44,65,96,57,52,21,27,68,64
36,30,63,46,44,17,39,81,65,44,41,44,65,95,57,52,21,28,68,64
36,30,63,46,44,17,39,81,65,44,40,44,65,95,57,53,21,28,68,64
36,30,63,46,45,17,39,81,65,44,39,44,65,95,57,53,21,28,68,64
36,30,63,46,44,17,39,81,65,44,39,44,65,96,57,53,21,28,68,64
36,30,63,46,44,17,39,81,65,44,38,44,65,96,57,54,21,28,68,64
36,30,63,46,44,17,39,81,65,44,38,44,64,96,57,54,21,28,69,64
36,30,63,46,44,17,39,82,65,44,38,44,64,96,57,54,21,28,68,64
36,30,63,46,44,17,39,83,65,44,38,44,64,95,57,54,21,28,68,64
37,30,63,46,44,17,38,83,65,44,38,44,64,95,57,54,21,28,68,64
37,30,63,46,44,17,38,82,65,44,39,44,64,95,57,54,21,28,68,64
37,30,63,46,44,17,38,83,65,44,39,43,64,95,57,54,21,28,68,64
37,30,64,45,44,17,38,83,65,44,39,43,64,95,57,54,21,28,68,64
37,30,64,45,44,17,38,83,65,44,39,43,64,95,57,53,21,28,69,64
37,30,64,45,44,17,39,83,64,44,39,43,64,95,57,53,21,28,69,64
37,30,64,46,44,17,39,83,64,43,39,43,64,95,57,53,21,28,69,64
37,30,64,46,44,16,39,84,64,43,39,43,64,95,57,53,21,28,69,64
37,30,64,46,44,16,39,85,64,43,39,43,64,95,57,53,21,27,69,64
37,30,64,46,44,17,39,85,64,42,39,43,64,95,57,53,21,27,69,64
37,30,64,46,44,17,38,85,64,42,39,43,64,95,57,53,22,27,69,64
36,30,64,46,44,17,38,86,64,42,39,43,64,95,57,53,22,27,69,64
36,30,64,46,44,17,38,87,64,42,39,43,64,95,57,53,22,27,69,63
36,30,64,46,43,17,38,87,64,42,39,44,64,95,57,53,22,27,69,63
36,30,64,46,43,17,38,87,63,42,39,45,64,95,57,53,22,27,69,63
36,30,64,46,43,17,38,87,63,42,39,45,64,94,57,53,22,27,69,64
36,29,64,46,43,17,38,87,63,42,39,45,64,94,57,54,22,27,69,64
36,29,64,46,43,17,37,87,63,42,39,45,64,94,57,54,22,27,70,64
36,29,64,46,43,17,37,87,63,42,39,45,64,94,56,54,22,27,70,65
36,29,64,46,43,17,37,87,63,42,39,45,64,94,56,54,23,26,70,65
36,29,64,46,43,17,37,86,63,42,39,45,65,94,56,54,23,26,70,65
36,29,64,46,43,17,37,86,63,42,39,45,65,94,57,54,22,26,70,65
37,29,64,46,43,16,37,86,63,42,39,45,65,94,57,54,22,26,70,65
37,29,64,46,44,16,37,86,63,42,39,45,65,94,57,54,21,26,70,65
37,29,64,46,43,16,37,86,63,42,39,45,66,94,57,54,21,26,70,65
37,29,64,46,43,16,37,87,63,42,39,45,66,94,56,54,21,26,70,65
37,29,64,47,43,16,37,87,63,42,39,45,66,94,56,54,21,25,70,65
37,29,64,47,43,16,37,87,63,42,38,45,66,94,56,54,21,25,71,65
37,28,64,48,43,16,37,87,63,42,38,45,66,94,56,54,21,25,71,65
37,28,64,48,43,16,37,87,63,42,38,44,66,95,56,54,21,25,71,65
37,28,64,48,43,16,37,86,63,42,38,45,66,95,56,54,21,25,71,65
37,28,64,48,43,16,37,86,63,42,38,45,66,95,55,54,22,25,71,65
37,27,64,48,43,16,37,86,63,42,38,46,66,95,55,54,22,25,71,65
37,27,64,48,43,16,38,86,63,42,38,46,66,95,55,53,22,25,71,65
37,27,64,48,43,16,39,86,63,42,38,46,66,94,55,53,22,25,71,65
37,27,64,48,43,16,39,86,63,43,38,46,66,94,54,53,22,25,71,65
37,27,64,48,44,16,39,86,63,43,38,46,66,94,54,52,22,25,71,65
37,26,64,48,44,16,39,86,63,43,38,46,66,95,54,52,22,25,71,65
37,26,64,48,44,16,39,86,63,43,38,46,65,96,54,52,22,25,71,65
37,26,65,48,44,16,39,86,63,43,38,45,65,96,54,52,22,25,71,65
37,26,65,48,44,16,39,86,63,43,38,45,65,96,54,52,22,25,71,65
37,26,65,48,45,16,39,86,63,43,38,45,65,96,54,52,22,24,71,65
37,26,65,48,45,17,39,86,63,43,38,45,64,96,54,52,22,24,71,65
37,26,65,48,45,17,39,85,63,43,38,45,64,96,54,52,22,24,71,66
37,26,65,48,45,17,39,85,63,43,38,45,63,96,54,52,22,24,72,66
37,25,66,48,45,17,39,85,63,43,38,45,63,96,54,52,22,24,72,66
38,25,66,48,45,17,39,85,63,43,38,45,63,96,54,52,22,24,71,66
38,25,66,48,45,17,39,85,63,43,39,45,63,96,54,52,22,23,71,66
38,25,66,48,45,17,39,85,63,42,39,45,63,96,54,52,22,23,72,66
38,25,67,48,45,17,39,85,63,42,39,45,63,96,54,52,21,23,72,66
38,25,67,48,45,17,39,84,63,43,39,45,63,96,54,52,21,23,72,66
38,26,67,48,45,17,39,84,63,43,39,45,63,96,54,52,21,22,72,66
38,26,67,48,45,17,39,84,63,43,38,45,63,96,54,53,21,22,72,66
38,26,67,48,45,17,39,84,63,43,38,45,63,96,54,53,21,22,72,66
38,26,67,48,45,17,38,84,63,43,38,45,63,96,54,53,21,23,72,66
38,26,67,48,45,18,38,84,63,43,38,45,63,96,54,53,21,23,71,66
38,26,67,48,45,18,38,84,63,43,38,45,63,96,54,53,22,23,70,66
38,26,67,48,45,18,38,83,63,43,38,45,64,96,54,53,22,23,70,66
39,26,67,48,45,18,37,83,63,43,38,45,64,96,54,53,22,23,70,66
39,25,67,48,45,18,37,83,63,43,38,45,64,96,54,53,22,24,70,66
39,25,67,48,45,18,36,84,63,43,38,45,64,96,54,53,22,24,70,66
39,24,67,48,45,18,36,84,63,43,38,45,64,96,54,53,23,24,70,66
39,24,67,48,45,18,36,84,63,44,38,45,63,96,54,53,23,24,70,66
40,24,67,48,45,18,36,84,63,44,38,45,63,96,54,53,23,24,70,65
40,24,67,48,44,18,36,84,63,44,38,45,63,96,54,53,24,24,70,65
40,24,67,48,44,18,36,84,63,44,38,45,63,96,54,53,24,24,70,65
40,24,68,48,44,18,36,84,63,44,38,45,63,96,54,53,24,24,69,65
40,24,68,48,44,18,36,84,63,44,38,45,63,97,54,53,23,24,69,65
40,24,68,48,44,18,36,84,63,44,37,46,63,97,54,53,23,24,69,65
40,24,68,48,44,18,35,84,63,44,37,46,63,97,54,53,23,25,69,65
40,24,68,48,44,18,34,84,63,44,37,47,63,97,54,53,23,25,69,65
40,24,68,47,44,19,34,84,63,44,37,47,63,97,54,53,23,25,69,65
40,23,68,47,44,19,34,84,63,44,37,47,63,97,54,53,24,25,69,65
40,23,69,47,44,19,34,84,63,44,37,47,62,97,54,53,24,25,69,65
40,23,69,47,44,19,34,84,63,44,37,47,63,96,54,53,24,25,69,65
39,23,69,47,44,19,34,84,63,44,37,48,63,96,54,53,24,25,69,65
39,23,70,47,44,19,34,84,63,44,37,48,63,96,54,52,24,25,69,65
39,23,70,47,44,18,34,84,63,44,37,48,64,96,54,52,24,25,69,65
39,22,70,47,44,18,34,84,63,44,37,49,64,96,54,52,24,25,69,65
39,22,70,47,44,18,34,84,63,44,37,49,64,96,54,52,24,25,69,65
39,22,70,47,44,18,35,84,63,44,37,49,64,96,54,52,23,25,69,65
39,21,70,47,44,18,35,84,63,44,37,50,64,96,54,52,23,25,69,65
39,20,70,47,44,18,35,84,63,44,37,50,65,96,54,52,23,25,69,65
39,20,70,47,44,18,35,84,63,44,36,50,65,96,54,52,23,25,70,65
39,20,70,47,44,18,36,84,63,44,36,49,65,96,54,52,23,25,70,65
39,20,70,47,44,17,36,84,63,44,36,49,65,96,54,52,24,25,70,65
